,Years,Item Name,Country Name,Item Category,Weight_t,uWF
365,1963,Asparagus,Italy,Vegetables,31200.0,1221.31005859375
366,1963,Asparagus,Morocco,Vegetables,23000.0,4173.7001953125
367,1963,Asparagus,Netherlands,Vegetables,5456.0,674.9630126953125
368,1963,Asparagus,Spain,Vegetables,23000.0,1894.9100341796875
369,1963,Asparagus,Turkey,Vegetables,15.0,
370,1963,Carrots and turnips,Austria,Vegetables,18256.0,135.08200073242188
371,1963,Carrots and turnips,France,Vegetables,650021.0,144.81199645996094
372,1963,Carrots and turnips,Germany,Vegetables,330640.0,136.9929962158203
373,1963,Carrots and turnips,Greece,Vegetables,8297.0,252.77200317382807
374,1963,Carrots and turnips,Hungary,Vegetables,87614.0,121.21900177001952
375,1963,Carrots and turnips,Italy,Vegetables,152500.0,140.69500732421875
376,1963,Carrots and turnips,Morocco,Vegetables,34000.0,782.9970092773438
377,1963,Carrots and turnips,Netherlands,Vegetables,107575.0,95.35299682617188
378,1963,Carrots and turnips,Poland,Vegetables,411000.0,82.7854995727539
379,1963,Carrots and turnips,Portugal,Vegetables,45000.0,172.61900329589844
380,1963,Carrots and turnips,Spain,Vegetables,15098.0,442.9119873046875
381,1963,Carrots and turnips,Turkey,Vegetables,33000.0,717.8839721679688
382,1963,Cherries,Austria,Fruits,31126.0,617.3619995117188
383,1963,Cherries,France,Fruits,125900.0,730.6389770507812
384,1963,Cherries,Germany,Fruits,220142.0,617.3619995117188
385,1963,Cherries,Greece,Fruits,17973.0,1991.6099853515625
386,1963,Cherries,Hungary,Fruits,34100.0,454.6130065917969
387,1963,Cherries,Italy,Fruits,219500.0,1991.6099853515625
388,1963,Cherries,Morocco,Fruits,30.0,
389,1963,Cherries,Netherlands,Fruits,6940.0,617.3619995117188
390,1963,Cherries,Poland,Fruits,16600.0,617.3619995117188
391,1963,Cherries,Portugal,Fruits,30600.0,619.89501953125
392,1963,Cherries,Romania,Fruits,51400.0,454.6130065917969
393,1963,Cherries,Spain,Fruits,56800.0,485.0419921875
394,1963,Cherries,Turkey,Fruits,40750.0,1267.0400390625
395,1963,"Chillies and peppers, green",Austria,Vegetables,7222.0,185.43499755859372
