,Years,Item Name,Country Name,Item Category,Weight_t,uWF
234,1961,Cottonseed,Romania,Seeds & Oils,65.0,4253.27978515625
235,1961,Cottonseed,Spain,Seeds & Oils,189000.0,2968.93994140625
236,1961,Cottonseed,Turkey,Seeds & Oils,360000.0,3381.889892578125
237,1961,Cucumbers and gherkins,Austria,Vegetables,21800.0,309.1419982910156
238,1961,Cucumbers and gherkins,France,Vegetables,50660.0,247.23599243164065
239,1961,Cucumbers and gherkins,Germany,Vegetables,97490.0,352.9079895019531
240,1961,Cucumbers and gherkins,Greece,Vegetables,50853.0,267.8529968261719
241,1961,Cucumbers and gherkins,Hungary,Vegetables,67280.0,802.4910278320312
242,1961,Cucumbers and gherkins,Italy,Vegetables,54000.0,294.3219909667969
243,1961,Cucumbers and gherkins,Morocco,Vegetables,1500.0,492.2640075683594
244,1961,Cucumbers and gherkins,Netherlands,Vegetables,145647.0,44.41260147094727
245,1961,Cucumbers and gherkins,Poland,Vegetables,216200.0,315.9729919433594
246,1961,Cucumbers and gherkins,Romania,Vegetables,80000.0,583.3159790039062
247,1961,Cucumbers and gherkins,Spain,Vegetables,60538.0,239.3860015869141
248,1961,Cucumbers and gherkins,Turkey,Vegetables,270000.0,306.69000244140625
249,1961,Currants,Austria,Fruits,19000.0,573.6519775390625
250,1961,Currants,France,Fruits,7350.0,573.6519775390625
251,1961,Currants,Germany,Fruits,143988.0,573.6519775390625
252,1961,Currants,Hungary,Fruits,1100.0,1683.77001953125
253,1961,Currants,Italy,Fruits,100.0,
254,1961,Currants,Netherlands,Fruits,14082.0,325.25299072265625
255,1961,Currants,Poland,Fruits,41200.0,1683.77001953125
256,1961,Dates,Morocco,Fruits,86000.0,2526.260009765625
257,1961,Dates,Spain,Fruits,12000.0,196.5890045166016
258,1961,Dates,Turkey,Fruits,1200.0,2407.9599609375
259,1961,Eggplant-baseds (aubergines),France,Vegetables,28430.0,200.3650054931641
260,1961,Eggplant-baseds (aubergines),Greece,Vegetables,32057.0,721.8800048828125
261,1961,Eggplant-baseds (aubergines),Italy,Vegetables,208199.0,184.82899475097656
262,1961,Eggplant-baseds (aubergines),Morocco,Vegetables,2100.0,182.697998046875
263,1961,Eggplant-baseds (aubergines),Netherlands,Vegetables,5000.0,21.27519989013672
264,1961,Eggplant-baseds (aubergines),Spain,Vegetables,82000.0,271.6130065917969
265,1961,Eggplant-baseds (aubergines),Turkey,Vegetables,360001.0,286.93798828125
266,1961,Figs,France,Fruits,3330.0,223.95399475097656
267,1961,Figs,Greece,Fruits,169260.0,669.4149780273438
268,1961,Figs,Italy,Fruits,319100.0,1590.8499755859375
269,1961,Figs,Morocco,Fruits,77000.0,22032.19921875
270,1961,Figs,Portugal,Fruits,270000.0,22032.19921875
271,1961,Figs,Spain,Fruits,204000.0,1862.97998046875
272,1961,Figs,Turkey,Fruits,203700.0,1809.8800048828125
273,1961,Flax fibre and tow,Austria,Non edible,68.0,7379.0
274,1961,Flax fibre and tow,France,Non edible,55520.0,22156.400390625
275,1961,Flax fibre and tow,Germany,Non edible,8530.0,49052.0
276,1961,Flax fibre and tow,Greece,Non edible,323.0,12838.7998046875
277,1961,Flax fibre and tow,Hungary,Non edible,5400.0,1302.780029296875
278,1961,Flax fibre and tow,Italy,Non edible,500.0,167268.0
279,1961,Flax fibre and tow,Netherlands,Non edible,27294.0,12921.900390625
280,1961,Flax fibre and tow,Poland,Non edible,54000.0,6758.52001953125
281,1961,Flax fibre and tow,Portugal,Non edible,259.0,6449.56005859375
282,1961,Flax fibre and tow,Romania,Non edible,9370.0,10923.2001953125
283,1961,Flax fibre and tow,Spain,Non edible,3724.0,8791.669921875
284,1961,Flax fibre and tow,Turkey,Non edible,6750.0,12051.0
285,1961,Fruit Fresh Nes,Greece,Fruits,37091.0,1307.5699462890625
286,1961,Fruit Fresh Nes,Italy,Fruits,238260.0,715.3499755859375
287,1961,Fruit Fresh Nes,Morocco,Fruits,4525.0,4997.5400390625
288,1961,Fruit Fresh Nes,Poland,Fruits,25200.0,1158.5899658203125
289,1961,Fruit Fresh Nes,Portugal,Fruits,8300.0,4997.5400390625
290,1961,Fruit Fresh Nes,Romania,Fruits,29400.0,1307.5699462890625
291,1961,Fruit Fresh Nes,Spain,Fruits,87634.0,1389.6300048828125
292,1961,Fruit Fresh Nes,Turkey,Fruits,16400.0,1065.6700439453125
293,1961,"Fruit, tropical fresh nes",Spain,Fruits,2129.0,286.89801025390625
294,1961,Garlic,France,Vegetables,37050.0,366.9920043945313
295,1961,Garlic,Greece,Vegetables,12749.0,1036.449951171875
296,1961,Garlic,Hungary,Vegetables,4850.0,1205.77001953125
297,1961,Garlic,Italy,Vegetables,57400.0,258.8299865722656
298,1961,Garlic,Morocco,Vegetables,2000.0,1031.1199951171875
299,1961,Garlic,Portugal,Vegetables,900.0,673.0689697265625
300,1961,Garlic,Romania,Vegetables,18800.0,1473.77001953125
301,1961,Garlic,Spain,Vegetables,135800.0,543.0490112304688
302,1961,Garlic,Turkey,Vegetables,35800.0,1337.3499755859375
303,1961,Gooseberries,Austria,Fruits,1000.0,907.0349731445312
304,1961,Gooseberries,Germany,Fruits,97735.0,907.0349731445312
305,1961,Gooseberries,Hungary,Fruits,3400.0,907.0349731445312
306,1961,Gooseberries,Poland,Fruits,7900.0,907.0349731445312
307,1961,Gooseberries,Spain,Fruits,26.0,
308,1961,Grapefruit (inc. pomelos),Greece,Fruits,145.0,
309,1961,Grapefruit (inc. pomelos),Morocco,Fruits,13000.0,1277.699951171875
310,1961,Grapefruit (inc. pomelos),Portugal,Fruits,1000.0,1277.699951171875
311,1961,Grapefruit (inc. pomelos),Spain,Fruits,4000.0,467.5849914550781
312,1961,Grapefruit (inc. pomelos),Turkey,Fruits,2582.0,455.489013671875
313,1961,Grapes,Austria,Fruits,171000.0,865.823974609375
314,1961,Grapes,France,Fruits,7491004.0,789.0050048828125
315,1961,Grapes,Germany,Fruits,482500.0,518.6090087890625
316,1961,Grapes,Greece,Fruits,1420137.0,625.85302734375
317,1961,Grapes,Hungary,Fruits,591297.0,1411.280029296875
318,1961,Grapes,Italy,Fruits,8467007.0,820.656005859375
319,1961,Grapes,Morocco,Fruits,357000.0,1606.739990234375
320,1961,Grapes,Netherlands,Fruits,9008.0,358.29998779296875
321,1961,Grapes,Portugal,Fruits,1062998.0,1028.43994140625
322,1961,Grapes,Romania,Fruits,751703.0,1677.7900390625
323,1961,Grapes,Spain,Fruits,3297995.0,2402.2900390625
324,1961,Grapes,Turkey,Fruits,3189005.0,856.3829956054688
325,1961,"Groundnuts, with shell",Greece,Vegetables,4631.0,1666.68994140625
326,1961,"Groundnuts, with shell",Italy,Vegetables,12750.0,1321.989990234375
327,1961,"Groundnuts, with shell",Morocco,Vegetables,1000.0,6803.080078125
328,1961,"Groundnuts, with shell",Spain,Vegetables,8100.0,1447.3599853515625
329,1961,"Groundnuts, with shell",Turkey,Vegetables,18000.0,2468.7099609375
330,1961,"Hazelnuts, with shell",France,Fruits,290.0,12598.5
331,1961,"Hazelnuts, with shell",Germany,Fruits,85.0,
332,1961,"Hazelnuts, with shell",Greece,Fruits,1516.0,7090.27001953125
333,1961,"Hazelnuts, with shell",Hungary,Fruits,500.0,7090.27001953125
334,1961,"Hazelnuts, with shell",Italy,Fruits,55379.0,7090.27001953125
335,1961,"Hazelnuts, with shell",Portugal,Fruits,600.0,5621.72998046875
336,1961,"Hazelnuts, with shell",Spain,Fruits,14200.0,12598.5
337,1961,"Hazelnuts, with shell",Turkey,Fruits,76000.0,17303.19921875
338,1961,Hemp Tow Waste,Austria,Non edible,8.0,
339,1961,Hemp Tow Waste,France,Non edible,2335.0,2736.419921875
340,1961,Hemp Tow Waste,Germany,Non edible,1190.0,38396.1015625
341,1961,Hemp Tow Waste,Hungary,Non edible,20000.0,3572.570068359375
342,1961,Hemp Tow Waste,Italy,Non edible,12170.0,3702.0400390625
343,1961,Hemp Tow Waste,Poland,Non edible,15300.0,2982.909912109375
344,1961,Hemp Tow Waste,Portugal,Non edible,122.0,2046.2900390625
345,1961,Hemp Tow Waste,Romania,Non edible,17030.0,5594.41015625
346,1961,Hemp Tow Waste,Spain,Non edible,7843.0,1843.3299560546875
347,1961,Hemp Tow Waste,Turkey,Non edible,10700.0,1689.7900390625
348,1961,Hempseed,France,Seeds & Oils,900.0,106915.0
349,1961,Hempseed,Germany,Seeds & Oils,581.0,18539.30078125
350,1961,Hempseed,Hungary,Seeds & Oils,1309.0,15293.900390625
351,1961,Hempseed,Italy,Seeds & Oils,855.0,61299.0
352,1961,Hempseed,Poland,Seeds & Oils,4000.0,5668.169921875
353,1961,Hempseed,Portugal,Seeds & Oils,30.0,
354,1961,Hempseed,Romania,Seeds & Oils,400.0,390660.0
355,1961,Hempseed,Spain,Seeds & Oils,2171.0,13166.5
356,1961,Hempseed,Turkey,Seeds & Oils,5000.0,14209.900390625
357,1961,Hops,Austria,Lux-foods,138.0,2948.080078125
358,1961,Hops,France,Lux-foods,1946.0,2078.260009765625
359,1961,Hops,Germany,Lux-foods,13876.0,2421.56005859375
360,1961,Hops,Greece,Lux-foods,31.0,
361,1961,Hops,Hungary,Lux-foods,244.0,11856.599609375
362,1961,Hops,Poland,Lux-foods,1958.0,3780.860107421875
363,1961,Hops,Romania,Lux-foods,240.0,9413.0595703125
364,1961,Hops,Spain,Lux-foods,567.0,8018.22998046875
365,1961,"Leeks, other alliaceous vegetables",France,Vegetables,392370.0,74.99400329589844
366,1961,"Leeks, other alliaceous vegetables",Spain,Vegetables,10000.0,243.02099609375
367,1961,"Leeks, other alliaceous vegetables",Turkey,Vegetables,224999.0,1003.5499877929688
368,1961,Lemons and limes,France,Fruits,280.0,220.052001953125
369,1961,Lemons and limes,Greece,Fruits,142103.0,474.1000061035156
370,1961,Lemons and limes,Italy,Fruits,498577.0,308.4219970703125
371,1961,Lemons and limes,Morocco,Fruits,11000.0,942.4359741210938
372,1961,Lemons and limes,Portugal,Fruits,10000.0,942.4359741210938
373,1961,Lemons and limes,Spain,Fruits,121000.0,517.1959838867188
374,1961,Lemons and limes,Turkey,Fruits,70440.0,233.3280029296875
375,1961,Lentils,France,Vegetables,9710.0,4306.52001953125
376,1961,Lentils,Germany,Vegetables,5.0,
377,1961,Lentils,Greece,Vegetables,12586.0,5128.759765625
378,1961,Lentils,Hungary,Vegetables,2239.0,8948.5595703125
379,1961,Lentils,Italy,Vegetables,14270.0,5039.009765625
380,1961,Lentils,Morocco,Vegetables,6000.0,7663.7001953125
381,1961,Lentils,Romania,Vegetables,1100.0,4959.919921875
382,1961,Lentils,Spain,Vegetables,28900.0,4979.6201171875
383,1961,Lentils,Turkey,Vegetables,84000.0,2499.820068359375
384,1961,Lettuce and chicory,Austria,Vegetables,7666.0,132.83799743652344
385,1961,Lettuce and chicory,France,Vegetables,457999.0,163.0709991455078
386,1961,Lettuce and chicory,Germany,Vegetables,78100.0,161.9510040283203
